Communication,alpha_key,start_date,end_date,start_balance,end_balance,start_accounts,end_accounts,nsegments,Contact_flag,control_flag
day61,user_200,2024-04-04,2024-04-11,3299.6,3822.27,2,2,"['1000140', '1000114', '1000040', '1000121']",1,0
day1,user_82,2024-01-30,2024-02-06,2660.66,2990.27,1,1,"['1000027', '1000063', '1000049', '1000048']",1,0
day61,user_74,2024-03-23,2024-03-30,4342.37,4303.66,1,1,"['1000018', '1000131']",0,1
day90,user_279,2024-01-21,2024-01-28,3907.3,3883.12,0,0,"['1000140', '1000084', '1000090', '1000116']",1,0
day90,user_4,2024-05-06,2024-05-13,1571.58,2172.38,0,0,"['1000007', '1000023', '1000055', '1000059']",1,0
day7,user_217,2024-06-13,2024-06-20,5331.06,5226.16,1,1,"['1000001', '1000090', '1000076', '1000099']",1,0
day1,user_169,2024-05-08,2024-05-15,2167.55,1718.72,1,1,"['1000080', '1000031', '1000076', '1000129']",1,0
day61,user_169,2024-04-03,2024-04-10,2115.38,2328.03,1,1,"['1000080', '1000031', '1000076', '1000129']",1,0
day31,user_125,2024-01-26,2024-02-02,296.65,292.23,1,1,"['1000039', '1000069']",1,0
day31,user_80,2024-05-20,2024-05-27,2930.66,2845.56,1,1,"['1000013', '1000025', '1000015', '1000103']",0,1
day1,user_194,2024-06-17,2024-06-24,3858.58,3527.8,1,1,"['1000132', '1000118']",0,1
day31,user_102,2024-03-15,2024-03-22,4080.57,4727.97,1,1,"['1000128', '1000135', '1000040', '1000014']",1,0
day7,user_126,2024-05-11,2024-05-18,3645.83,3652.0,1,2,['1000072'],1,0
day120,user_77,2024-02-12,2024-02-19,3323.47,3387.27,1,1,"['1000121', '1000062', '1000104']",1,0
day1,user_70,2024-04-21,2024-04-28,3879.34,3988.33,1,1,"['1000018', '1000015']",0,1
day7,user_19,2024-04-15,2024-04-22,2172.4,2373.24,1,1,"['1000020', '1000059']",1,0
day7,user_159,2024-01-08,2024-01-15,3738.0,3733.03,1,2,"['1000007', '1000029', '1000066']",1,0
day120,user_216,2024-01-06,2024-01-13,271.99,159.22,2,2,['1000122'],1,0
day1,user_78,2024-06-22,2024-06-29,2214.81,2370.82,1,1,"['1000048', '1000024', '1000110', '1000090']",1,0
day61,user_181,2024-01-01,2024-01-08,1204.48,1255.5,2,2,"['1000043', '1000021']",0,1
day31,user_249,2024-05-03,2024-05-10,3846.45,3449.46,1,1,"['1000010', '1000088']",1,0
day90,user_155,2024-05-27,2024-06-03,2624.76,2989.13,0,0,"['1000102', '1000084', '1000071']",1,0
day90,user_172,2024-04-10,2024-04-17,2446.03,2712.26,1,1,"['1000075', '1000141', '1000032', '1000049']",1,0
day31,user_164,2024-01-15,2024-01-22,1789.92,1631.59,1,1,['1000147'],0,1
day1,user_188,2024-05-09,2024-05-16,4407.88,4714.63,0,0,"['1000018', '1000116']",1,0
day61,user_188,2024-04-03,2024-04-10,4746.96,5044.97,0,0,"['1000018', '1000116']",1,0
day31,user_199,2024-01-06,2024-01-13,4451.64,4613.95,2,2,"['1000113', '1000129', '1000109']",0,1
day61,user_219,2024-01-09,2024-01-16,6517.43,6686.13,2,3,"['1000056', '1000124', '1000069']",1,0
day61,user_233,2024-01-23,2024-01-30,1789.3,1787.14,1,1,"['1000120', '1000004', '1000138', '1000013']",0,1
day31,user_283,2024-06-26,2024-07-03,3751.53,3470.39,0,0,"['1000047', '1000049']",0,1
day90,user_81,2024-06-09,2024-06-16,3820.34,3903.74,1,1,['1000086'],0,1
day90,user_164,2024-06-18,2024-06-25,1917.13,2356.54,1,1,['1000147'],1,0
day120,user_220,2024-01-21,2024-01-28,0.0,116.35,1,1,"['1000111', '1000124', '1000007']",0,1
day7,user_195,2024-02-20,2024-02-27,4985.98,5237.93,1,1,"['1000012', '1000142']",1,0
day61,user_291,2024-01-07,2024-01-14,3361.19,3470.32,1,1,['1000032'],1,0
day1,user_160,2024-05-22,2024-05-29,2351.09,2596.46,1,1,['1000045'],0,1
day7,user_183,2024-06-27,2024-07-04,3870.81,3842.47,2,2,['1000023'],0,1
day31,user_88,2024-04-13,2024-04-20,1753.49,2116.87,1,1,"['1000138', '1000003']",0,1
day120,user_247,2024-01-28,2024-02-04,2041.55,2239.73,1,1,['1000026'],1,0
day1,user_283,2024-02-08,2024-02-15,3905.23,4152.99,0,0,"['1000047', '1000049']",1,0
day120,user_276,2024-05-05,2024-05-12,5500.35,5830.68,2,2,"['1000121', '1000141']",1,0
day90,user_291,2024-03-27,2024-04-03,4132.42,4071.18,1,2,['1000032'],1,0
day7,user_153,2024-06-14,2024-06-21,1174.43,1302.99,2,3,['1000057'],1,0
day7,user_277,2024-02-14,2024-02-21,6026.61,6461.82,1,1,['1000135'],1,0
day90,user_6,2024-03-12,2024-03-19,6464.41,6518.65,2,2,['1000006'],1,0
day1,user_207,2024-06-27,2024-07-04,0.0,0.0,1,1,"['1000035', '1000038']",1,0
day5,user_195,2024-05-24,2024-05-31,4762.59,4786.99,1,1,"['1000012', '1000142']",0,1
day1,user_39,2024-02-04,2024-02-11,3100.26,3596.47,1,1,"['1000092', '1000056', '1000035']",1,0
day90,user_154,2024-05-04,2024-05-11,3573.4,4162.62,1,1,"['1000006', '1000049']",1,0
day5,user_60,2024-06-11,2024-06-18,243.49,53.5,1,1,"['1000042', '1000067', '1000135']",0,1
day1,user_166,2024-04-25,2024-05-02,3944.21,4095.37,1,1,"['1000000', '1000133', '1000137']",0,1
day1,user_265,2024-05-16,2024-05-23,3387.42,3427.18,1,1,"['1000086', '1000007', '1000126', '1000083']",0,1
day120,user_197,2024-02-13,2024-02-20,3117.6,3270.27,2,3,['1000118'],1,0
day5,user_240,2024-02-27,2024-03-05,3010.96,3009.77,0,0,"['1000094', '1000042', '1000029']",0,1
day1,user_176,2024-03-19,2024-03-26,712.11,585.58,0,0,"['1000073', '1000053', '1000110']",1,0
day7,user_126,2024-03-28,2024-04-04,3142.95,3116.96,1,1,['1000072'],1,0
day1,user_227,2024-06-26,2024-07-03,4585.02,4918.33,0,1,['1000034'],1,0
day120,user_156,2024-02-18,2024-02-25,5295.37,5143.82,1,1,"['1000017', '1000071']",1,0
day61,user_199,2024-03-24,2024-03-31,4600.35,4665.53,2,2,"['1000113', '1000129', '1000109']",0,1
day61,user_150,2024-05-12,2024-05-19,2005.39,2276.46,2,2,"['1000120', '1000056', '1000051']",1,0
day31,user_3,2024-01-11,2024-01-18,1400.0,1103.0,1,1,"['1000022', '1000108', '1000008']",0,1
day5,user_118,2024-05-09,2024-05-16,3930.54,3941.7,0,0,['1000094'],1,0
day1,user_48,2024-02-02,2024-02-09,280.5,915.16,1,1,"['1000067', '1000128']",1,0
day90,user_173,2024-04-10,2024-04-17,4401.56,4466.24,1,1,"['1000107', '1000097', '1000044', '1000145']",1,0
day1,user_228,2024-06-11,2024-06-18,2887.43,2705.93,1,1,['1000118'],0,1
day7,user_160,2024-02-06,2024-02-13,2443.46,2441.32,1,2,['1000045'],1,0
day7,user_166,2024-04-21,2024-04-28,3483.87,3068.15,1,2,"['1000000', '1000133', '1000137']",1,0
day1,user_37,2024-02-25,2024-03-03,3251.27,4340.47,2,2,['1000067'],1,0
day61,user_49,2024-01-05,2024-01-12,4422.82,4611.27,1,1,"['1000045', '1000129', '1000027']",0,1
day120,user_86,2024-06-28,2024-07-05,5195.14,5266.51,0,1,['1000019'],1,0
day1,user_23,2024-03-18,2024-03-25,4229.25,4257.41,2,2,"['1000090', '1000053', '1000068', '1000018']",0,1
day120,user_42,2024-02-02,2024-02-09,1501.13,1486.72,1,1,"['1000039', '1000040', '1000108', '1000016']",1,0
day90,user_280,2024-04-05,2024-04-12,4448.33,4798.24,1,2,"['1000069', '1000078', '1000064', '1000059']",1,0
day120,user_200,2024-04-23,2024-04-30,1315.31,1241.61,2,2,"['1000140', '1000114', '1000040', '1000121']",1,0
day1,user_109,2024-06-15,2024-06-22,6217.7,7158.38,1,2,"['1000144', '1000133', '1000080', '1000066']",1,0
day5,user_101,2024-03-18,2024-03-25,1063.96,1128.64,1,1,"['1000149', '1000122']",0,1
day31,user_289,2024-01-21,2024-01-28,3021.14,2950.53,1,2,['1000045'],1,0
day1,user_301,2024-03-22,2024-03-29,4141.04,4657.44,0,0,"['1000016', '1000102', '1000125']",1,0
day90,user_89,2024-03-10,2024-03-17,3085.97,3439.2,1,1,"['1000023', '1000060', '1000042', '1000104']",1,0
day31,user_83,2024-04-16,2024-04-23,3181.63,3163.61,1,2,"['1000137', '1000114', '1000035']",1,0
day1,user_156,2024-03-30,2024-04-06,5173.87,5271.41,1,1,"['1000017', '1000071']",0,1
day5,user_262,2024-03-18,2024-03-25,1977.2,1575.56,1,1,['1000071'],1,0
day90,user_181,2024-03-03,2024-03-10,2619.96,2952.71,2,2,"['1000043', '1000021']",0,1
day90,user_232,2024-03-21,2024-03-28,887.4,996.73,1,1,"['1000071', '1000107', '1000064', '1000020']",1,0
day5,user_301,2024-03-05,2024-03-12,3063.79,2851.3,0,0,"['1000016', '1000102', '1000125']",1,0
day5,user_185,2024-01-18,2024-01-25,2716.54,2575.86,1,2,"['1000079', '1000057']",1,0
day31,user_282,2024-02-12,2024-02-19,1237.99,1596.82,1,1,"['1000080', '1000030', '1000137']",0,1
day31,user_141,2024-06-10,2024-06-17,2790.41,2700.87,1,1,"['1000037', '1000110', '1000032', '1000010']",0,1
day7,user_134,2024-03-13,2024-03-20,4064.88,4099.06,1,1,['1000141'],1,0
day61,user_264,2024-03-26,2024-04-02,4108.35,4704.98,1,1,"['1000145', '1000097']",1,0
day1,user_244,2024-03-08,2024-03-15,2494.4,3140.45,2,2,"['1000101', '1000050']",1,0
day31,user_24,2024-03-14,2024-03-21,5965.8,6096.21,1,1,"['1000043', '1000136']",1,0
day90,user_32,2024-02-06,2024-02-13,3317.24,3997.33,0,0,"['1000054', '1000127']",1,0
day120,user_155,2024-03-29,2024-04-05,2394.75,2588.16,0,1,"['1000102', '1000084', '1000071']",0,1
day1,user_149,2024-03-18,2024-03-25,786.71,790.14,1,1,"['1000027', '1000097', '1000009']",1,0
day90,user_64,2024-04-30,2024-05-07,1397.78,1741.26,1,1,"['1000102', '1000095']",1,0
day1,user_146,2024-05-11,2024-05-18,968.99,1151.08,1,2,"['1000105', '1000006', '1000045']",1,0
day1,user_289,2024-05-20,2024-05-27,2355.76,2529.32,1,2,['1000045'],1,0
day5,user_300,2024-02-28,2024-03-06,1861.09,2240.5,0,0,['1000029'],1,0
day1,user_11,2024-03-19,2024-03-26,3160.47,3580.48,1,1,"['1000071', '1000039', '1000055']",0,1
day31,user_223,2024-05-12,2024-05-19,4203.99,3962.64,2,3,"['1000136', '1000006']",0,1
day90,user_152,2024-05-10,2024-05-17,5880.71,6008.71,1,1,"['1000089', '1000078', '1000058']",0,1
day61,user_259,2024-04-20,2024-04-27,4189.86,4394.07,1,1,['1000068'],1,0
day1,user_196,2024-06-23,2024-06-30,3276.96,3480.91,2,2,"['1000063', '1000031', '1000116', '1000034']",1,0
day61,user_21,2024-01-27,2024-02-03,3134.49,3550.47,1,1,"['1000097', '1000071']",0,1
day120,user_296,2024-04-03,2024-04-10,3064.36,2885.5,0,0,"['1000072', '1000120', '1000122']",1,0
day1,user_135,2024-04-18,2024-04-25,690.53,991.17,1,2,['1000109'],1,0
day7,user_110,2024-01-28,2024-02-04,5472.92,5676.91,1,1,"['1000052', '1000080', '1000061']",0,1
day31,user_117,2024-04-07,2024-04-14,294.4,466.0,1,1,"['1000033', '1000089', '1000017', '1000062']",0,1
day5,user_34,2024-02-09,2024-02-16,3052.7,3323.88,2,3,['1000036'],1,0
day61,user_249,2024-05-10,2024-05-17,4083.98,3982.44,1,1,"['1000010', '1000088']",0,1
day120,user_139,2024-05-02,2024-05-09,2181.32,2081.29,2,2,"['1000139', '1000009', '1000094', '1000149']",1,0
day31,user_275,2024-01-04,2024-01-11,3489.51,4494.85,1,1,['1000094'],1,0
day31,user_296,2024-03-16,2024-03-23,3496.39,4058.78,0,0,"['1000072', '1000120', '1000122']",1,0
day1,user_295,2024-04-03,2024-04-10,4524.72,4852.05,1,2,"['1000003', '1000146']",1,0
day31,user_242,2024-03-17,2024-03-24,3658.01,4325.38,1,1,['1000006'],1,0
day7,user_296,2024-04-20,2024-04-27,3914.17,4289.11,0,0,"['1000072', '1000120', '1000122']",1,0
day1,user_249,2024-02-06,2024-02-13,3108.02,3318.89,1,2,"['1000010', '1000088']",1,0
day31,user_58,2024-02-16,2024-02-23,3494.91,4073.04,1,1,['1000032'],1,0
day120,user_291,2024-05-01,2024-05-08,4552.66,4893.72,1,2,['1000032'],1,0
day90,user_117,2024-05-20,2024-05-27,0.0,115.02,1,2,"['1000033', '1000089', '1000017', '1000062']",0,1
day61,user_81,2024-05-01,2024-05-08,3487.43,4096.74,1,2,['1000086'],1,0
day7,user_142,2024-03-04,2024-03-11,2509.71,2552.58,0,1,"['1000078', '1000093', '1000010', '1000091']",1,0
day61,user_264,2024-05-08,2024-05-15,4880.21,5289.8,1,1,"['1000145', '1000097']",1,0
day1,user_194,2024-03-21,2024-03-28,3245.33,3120.17,1,1,"['1000132', '1000118']",1,0
day90,user_171,2024-05-08,2024-05-15,3544.36,3848.94,1,1,"['1000104', '1000083', '1000103']",1,0
day120,user_230,2024-05-17,2024-05-24,4066.46,4594.0,1,1,"['1000066', '1000097', '1000083', '1000054']",1,0
day61,user_197,2024-03-30,2024-04-06,2745.23,2792.72,2,2,['1000118'],1,0
day31,user_280,2024-04-18,2024-04-25,4102.8,4059.63,1,2,"['1000069', '1000078', '1000064', '1000059']",1,0
day7,user_46,2024-01-12,2024-01-19,1702.6,1575.51,1,1,"['1000075', '1000111', '1000040']",1,0
day90,user_294,2024-05-24,2024-05-31,4604.32,4805.8,1,1,"['1000074', '1000032', '1000125', '1000026']",1,0
day120,user_89,2024-04-11,2024-04-18,3200.43,3533.28,1,2,"['1000023', '1000060', '1000042', '1000104']",1,0
day90,user_43,2024-06-17,2024-06-24,3281.84,4086.01,1,1,"['1000098', '1000097', '1000119', '1000135']",1,0
day120,user_218,2024-01-20,2024-01-27,855.4,824.14,0,0,"['1000107', '1000137', '1000139']",0,1
day31,user_32,2024-02-13,2024-02-20,4011.86,4133.44,0,0,"['1000054', '1000127']",0,1
day61,user_269,2024-04-01,2024-04-08,1715.89,2059.35,1,1,"['1000132', '1000048']",1,0
day120,user_5,2024-06-07,2024-06-14,4221.04,4885.06,1,1,['1000129'],1,0
day61,user_201,2024-05-20,2024-05-27,2458.24,2924.94,2,2,"['1000115', '1000066', '1000063']",1,0
day1,user_114,2024-05-01,2024-05-08,665.03,818.78,2,2,"['1000144', '1000025', '1000018', '1000137']",0,1
day5,user_279,2024-03-31,2024-04-07,5265.17,5075.29,0,0,"['1000140', '1000084', '1000090', '1000116']",0,1
day61,user_271,2024-02-14,2024-02-21,2428.54,2895.47,2,2,"['1000142', '1000061', '1000121', '1000125']",1,0
day7,user_293,2024-04-20,2024-04-27,4251.36,4299.79,1,2,"['1000013', '1000141']",1,0
day90,user_116,2024-03-12,2024-03-19,4711.06,4875.54,0,0,"['1000129', '1000067']",1,0
day1,user_161,2024-05-31,2024-06-07,877.72,1079.42,1,1,"['1000148', '1000067', '1000009', '1000027']",1,0
day61,user_290,2024-02-27,2024-03-05,2537.73,2881.35,1,1,"['1000077', '1000003', '1000136']",0,1
day61,user_28,2024-06-11,2024-06-18,8401.88,8471.71,1,1,"['1000014', '1000058', '1000008', '1000080']",0,1
day90,user_58,2024-02-14,2024-02-21,3769.37,3402.67,1,2,['1000032'],1,0
day61,user_216,2024-03-28,2024-04-04,149.81,278.24,2,2,['1000122'],1,0
day31,user_50,2024-03-24,2024-03-31,1492.96,1430.88,1,1,"['1000076', '1000129']",0,1
day1,user_58,2024-02-25,2024-03-03,4050.53,5121.92,1,2,['1000032'],1,0
day7,user_253,2024-03-16,2024-03-23,4477.21,4723.42,0,0,['1000003'],1,0
day120,user_73,2024-06-21,2024-06-28,5469.79,5435.86,1,1,['1000084'],0,1
day90,user_79,2024-06-21,2024-06-28,3269.72,3173.65,1,1,"['1000108', '1000105', '1000119']",0,1
day120,user_26,2024-04-11,2024-04-18,3722.4,3943.17,2,2,"['1000118', '1000097']",0,1
day31,user_25,2024-05-24,2024-05-31,2450.65,2782.8,1,1,"['1000062', '1000041']",1,0
day61,user_22,2024-04-11,2024-04-18,2782.45,2874.5,0,0,"['1000116', '1000093', '1000041', '1000094']",1,0
day61,user_116,2024-02-20,2024-02-27,5226.36,5169.02,0,0,"['1000129', '1000067']",0,1
day1,user_158,2024-05-11,2024-05-18,2448.58,3209.51,1,1,"['1000130', '1000102', '1000137', '1000084']",1,0
day1,user_284,2024-04-19,2024-04-26,0.0,246.22,2,2,"['1000055', '1000123', '1000070']",1,0
day120,user_47,2024-05-21,2024-05-28,1682.0,1580.81,2,2,"['1000116', '1000000']",1,0
day120,user_161,2024-05-17,2024-05-24,652.0,850.02,1,1,"['1000148', '1000067', '1000009', '1000027']",1,0
day5,user_32,2024-01-22,2024-01-29,3987.1,4284.63,0,1,"['1000054', '1000127']",1,0
day90,user_138,2024-01-01,2024-01-08,4278.05,4516.36,0,0,['1000038'],1,0
day61,user_174,2024-05-30,2024-06-06,4565.43,4739.47,0,0,"['1000077', '1000103']",1,0
day61,user_170,2024-06-26,2024-07-03,5219.29,5110.04,1,1,['1000079'],1,0
day1,user_1,2024-06-09,2024-06-16,4264.57,4249.43,1,1,['1000057'],1,0
day61,user_227,2024-03-16,2024-03-23,4828.2,4702.25,0,0,['1000034'],1,0
day61,user_250,2024-02-14,2024-02-21,3903.97,4391.24,1,2,['1000136'],1,0
day90,user_4,2024-05-10,2024-05-17,1495.06,1900.59,0,0,"['1000007', '1000023', '1000055', '1000059']",1,0
day1,user_145,2024-01-24,2024-01-31,2345.85,2767.95,1,1,"['1000060', '1000041', '1000045']",0,1
day5,user_223,2024-06-13,2024-06-20,3085.71,3524.66,2,2,"['1000136', '1000006']",1,0
day90,user_85,2024-02-18,2024-02-25,0.0,0.0,1,1,"['1000118', '1000063']",1,0
day90,user_55,2024-03-02,2024-03-09,0.0,0.0,0,0,"['1000014', '1000061', '1000145', '1000020']",0,1
day31,user_146,2024-03-11,2024-03-18,452.21,1187.69,1,1,"['1000105', '1000006', '1000045']",1,0
day61,user_31,2024-04-12,2024-04-19,4881.94,4815.92,1,1,"['1000016', '1000054', '1000145', '1000080']",1,0
day31,user_22,2024-05-21,2024-05-28,2768.6,2842.9,0,0,"['1000116', '1000093', '1000041', '1000094']",1,0
day31,user_219,2024-05-09,2024-05-16,6227.52,6097.62,2,2,"['1000056', '1000124', '1000069']",0,1
day61,user_96,2024-03-02,2024-03-09,649.59,1177.78,1,1,"['1000124', '1000039', '1000048', '1000075']",1,0
day1,user_186,2024-03-05,2024-03-12,5201.3,5597.34,1,1,"['1000050', '1000037', '1000006']",1,0
day90,user_276,2024-04-01,2024-04-08,5442.29,6187.61,2,2,"['1000121', '1000141']",1,0
day90,user_97,2024-01-08,2024-01-15,1639.06,1502.58,1,1,"['1000055', '1000014']",0,1
day31,user_274,2024-03-25,2024-04-01,5646.0,6048.84,1,2,"['1000103', '1000062', '1000078', '1000148']",1,0
day31,user_30,2024-01-23,2024-01-30,4509.8,4279.4,2,2,['1000068'],1,0
day120,user_16,2024-01-19,2024-01-26,3049.16,3406.89,0,0,"['1000096', '1000020', '1000141', '1000075']",0,1
day1,user_271,2024-05-30,2024-06-06,2586.82,3282.89,2,2,"['1000142', '1000061', '1000121', '1000125']",1,0
day61,user_206,2024-04-04,2024-04-11,2863.99,2849.52,1,2,"['1000085', '1000081', '1000138', '1000020']",1,0
day7,user_87,2024-05-31,2024-06-07,6244.53,6543.13,1,1,"['1000113', '1000140', '1000025', '1000012']",1,0
day1,user_289,2024-03-16,2024-03-23,1827.2,2282.91,1,1,['1000045'],1,0
day1,user_121,2024-02-07,2024-02-14,3818.4,4396.72,1,1,"['1000135', '1000002']",1,0
day5,user_39,2024-04-04,2024-04-11,3327.96,3396.56,1,1,"['1000092', '1000056', '1000035']",1,0
day7,user_238,2024-04-10,2024-04-17,1047.87,1138.13,1,1,"['1000121', '1000029', '1000144', '1000055']",0,1
day61,user_297,2024-03-26,2024-04-02,6078.96,5744.88,0,0,['1000112'],0,1
day120,user_251,2024-04-30,2024-05-07,3649.56,3535.56,1,1,"['1000109', '1000094', '1000017', '1000129']",1,0
day90,user_267,2024-04-16,2024-04-23,1229.84,1349.8,0,0,"['1000066', '1000087', '1000071']",1,0
day90,user_262,2024-05-28,2024-06-04,1938.12,2414.22,1,2,['1000071'],1,0
day90,user_237,2024-05-20,2024-05-27,3301.28,3193.25,1,2,"['1000039', '1000061', '1000032']",1,0
day7,user_69,2024-02-28,2024-03-06,4872.75,4685.17,1,1,"['1000056', '1000001']",0,1
day7,user_169,2024-02-22,2024-02-29,2894.66,2972.78,1,1,"['1000080', '1000031', '1000076', '1000129']",1,0
day90,user_46,2024-06-09,2024-06-16,2644.29,2437.6,1,1,"['1000075', '1000111', '1000040']",1,0
day90,user_210,2024-04-14,2024-04-21,4920.02,4728.71,2,2,"['1000016', '1000106', '1000104']",1,0
day1,user_157,2024-03-30,2024-04-06,933.02,1072.14,1,1,['1000089'],0,1
day1,user_139,2024-06-01,2024-06-08,2718.35,2480.15,2,2,"['1000139', '1000009', '1000094', '1000149']",0,1
day31,user_42,2024-05-17,2024-05-24,401.63,297.08,1,1,"['1000039', '1000040', '1000108', '1000016']",0,1
day61,user_283,2024-05-28,2024-06-04,5414.38,5439.85,0,1,"['1000047', '1000049']",1,0
day1,user_169,2024-06-20,2024-06-27,2206.04,2017.25,1,2,"['1000080', '1000031', '1000076', '1000129']",1,0
day5,user_206,2024-05-22,2024-05-29,3170.63,3137.9,1,2,"['1000085', '1000081', '1000138', '1000020']",1,0
day1,user_211,2024-04-26,2024-05-03,2496.53,3200.41,1,2,['1000084'],1,0
day90,user_158,2024-05-05,2024-05-12,2524.71,2647.59,1,2,"['1000130', '1000102', '1000137', '1000084']",1,0
day31,user_206,2024-06-25,2024-07-02,4792.15,4770.59,1,1,"['1000085', '1000081', '1000138', '1000020']",0,1
day31,user_88,2024-01-14,2024-01-21,2926.79,3264.86,1,1,"['1000138', '1000003']",1,0
day1,user_160,2024-03-06,2024-03-13,1457.31,1591.73,1,1,['1000045'],1,0
day120,user_132,2024-06-13,2024-06-20,2659.02,2510.51,2,2,['1000033'],1,0
day7,user_242,2024-05-14,2024-05-21,3219.76,3374.72,1,2,['1000006'],1,0
day90,user_55,2024-04-18,2024-04-25,0.0,727.18,0,0,"['1000014', '1000061', '1000145', '1000020']",1,0
day61,user_83,2024-04-23,2024-04-30,3114.01,2930.33,1,1,"['1000137', '1000114', '1000035']",0,1
day61,user_283,2024-03-12,2024-03-19,3059.72,2811.5,0,0,"['1000047', '1000049']",1,0
day31,user_256,2024-03-30,2024-04-06,3825.67,4031.22,1,1,"['1000039', '1000111']",0,1
day31,user_49,2024-02-09,2024-02-16,4397.96,5050.46,1,2,"['1000045', '1000129', '1000027']",1,0
day1,user_224,2024-01-01,2024-01-08,2340.32,2914.09,1,1,"['1000100', '1000144']",1,0
day120,user_84,2024-04-02,2024-04-09,707.57,406.91,1,1,"['1000108', '1000046', '1000071']",1,0
day90,user_102,2024-06-08,2024-06-15,3115.35,3455.86,1,1,"['1000128', '1000135', '1000040', '1000014']",0,1
day120,user_89,2024-05-12,2024-05-19,3474.42,3589.09,1,1,"['1000023', '1000060', '1000042', '1000104']",0,1
day1,user_137,2024-06-11,2024-06-18,1477.71,1848.5,1,2,"['1000002', '1000028', '1000019']",1,0
day7,user_72,2024-05-13,2024-05-20,1702.8,2171.82,1,1,"['1000017', '1000008']",1,0
day90,user_96,2024-03-24,2024-03-31,954.73,1778.75,1,1,"['1000124', '1000039', '1000048', '1000075']",1,0
day90,user_150,2024-03-14,2024-03-21,2402.49,2735.16,2,2,"['1000120', '1000056', '1000051']",1,0
day1,user_214,2024-04-16,2024-04-23,2533.29,3188.15,1,2,['1000099'],1,0
day31,user_182,2024-02-09,2024-02-16,3771.85,4163.12,2,2,"['1000072', '1000131', '1000085']",1,0
day90,user_292,2024-05-21,2024-05-28,2887.44,3285.5,1,2,"['1000070', '1000011']",1,0
day1,user_202,2024-05-06,2024-05-13,4513.2,5295.14,0,0,['1000070'],1,0
day61,user_268,2024-01-27,2024-02-03,2023.35,2293.94,0,0,"['1000070', '1000142', '1000002']",1,0
day31,user_193,2024-01-07,2024-01-14,1759.51,1745.56,2,3,"['1000108', '1000056', '1000045']",1,0
day31,user_119,2024-03-28,2024-04-04,4624.32,5562.16,0,0,"['1000072', '1000040', '1000112', '1000139']",1,0
day61,user_4,2024-05-18,2024-05-25,1436.77,1521.86,0,0,"['1000007', '1000023', '1000055', '1000059']",0,1
day1,user_246,2024-06-22,2024-06-29,3301.86,3649.81,2,2,['1000062'],1,0
day61,user_129,2024-01-03,2024-01-10,2718.79,2746.55,1,1,"['1000023', '1000108', '1000070', '1000011']",1,0
day31,user_95,2024-03-06,2024-03-13,3249.39,3524.67,1,2,"['1000108', '1000142']",1,0
